Username,ClientId,RowId,Topic,MqttClientPermissionTypeId
minihub-97:b4:b9:a2:98:31,minihub-97:b4:b9:a2:98:31,61088376-7EF3-471C-AD44-0045BD8C871D,/+/server/hc/97:b4:b9:a2:98:31/+,2
minihub-97:b4:b9:a2:98:31,minihub-97:b4:b9:a2:98:31,61088376-7EF3-471C-AD44-0045BD8C871D,/+/hc/97:b4:b9:a2:98:31/mobile/+/+,1
minihub-97:b4:b9:a2:98:31,minihub-97:b4:b9:a2:98:31,61088376-7EF3-471C-AD44-0045BD8C871D,/+/mobile/+/hc/97:b4:b9:a2:98:31/+,2
minihub-98:7b:ad:96:15:c6,minihub-98:7b:ad:96:15:c6,B95C071F-5B04-4A7C-9B4B-004B29BDDBA4,/+/hc/98:7b:ad:96:15:c6/server/+,1
minihub-98:7b:ad:96:15:c6,minihub-98:7b:ad:96:15:c6,B95C071F-5B04-4A7C-9B4B-004B29BDDBA4,/+/server/hc/98:7b:ad:96:15:c6/+,2
minihub-98:7b:ad:96:15:c6,minihub-98:7b:ad:96:15:c6,B95C071F-5B04-4A7C-9B4B-004B29BDDBA4,/+/hc/98:7b:ad:96:15:c6/mobile/+/+,1
minihub-98:7b:ad:96:15:c6,minihub-98:7b:ad:96:15:c6,B95C071F-5B04-4A7C-9B4B-004B29BDDBA4,/+/mobile/+/hc/98:7b:ad:96:15:c6/+,2
minihub-0e:20:6d:5d:7d:31,minihub-0e:20:6d:5d:7d:31,9A649EB1-E7DD-4450-B1AF-004EFE1F6321,/+/hc/0e:20:6d:5d:7d:31/server/+,1
minihub-0e:20:6d:5d:7d:31,minihub-0e:20:6d:5d:7d:31,9A649EB1-E7DD-4450-B1AF-004EFE1F6321,/+/server/hc/0e:20:6d:5d:7d:31/+,2
minihub-0e:20:6d:5d:7d:31,minihub-0e:20:6d:5d:7d:31,9A649EB1-E7DD-4450-B1AF-004EFE1F6321,/+/hc/0e:20:6d:5d:7d:31/mobile/+/+,1
minihub-0e:20:6d:5d:7d:31,minihub-0e:20:6d:5d:7d:31,9A649EB1-E7DD-4450-B1AF-004EFE1F6321,/+/mobile/+/hc/0e:20:6d:5d:7d:31/+,2
minihub-60:86:69:2f:8d:62,minihub-60:86:69:2f:8d:62,4B5D8640-6C97-47E7-9913-0052B7DFEE11,/+/hc/60:86:69:2f:8d:62/server/+,1
minihub-60:86:69:2f:8d:62,minihub-60:86:69:2f:8d:62,4B5D8640-6C97-47E7-9913-0052B7DFEE11,/+/server/hc/60:86:69:2f:8d:62/+,2
minihub-60:86:69:2f:8d:62,minihub-60:86:69:2f:8d:62,4B5D8640-6C97-47E7-9913-0052B7DFEE11,/+/hc/60:86:69:2f:8d:62/mobile/+/+,1
minihub-60:86:69:2f:8d:62,minihub-60:86:69:2f:8d:62,4B5D8640-6C97-47E7-9913-0052B7DFEE11,/+/mobile/+/hc/60:86:69:2f:8d:62/+,2
minihub-26:2a:c1:c4:b9:d2,minihub-26:2a:c1:c4:b9:d2,3EC18D8C-589B-416C-A28E-0054A5CFF809,/+/hc/26:2a:c1:c4:b9:d2/server/+,1
minihub-26:2a:c1:c4:b9:d2,minihub-26:2a:c1:c4:b9:d2,3EC18D8C-589B-416C-A28E-0054A5CFF809,/+/server/hc/26:2a:c1:c4:b9:d2/+,2
minihub-26:2a:c1:c4:b9:d2,minihub-26:2a:c1:c4:b9:d2,3EC18D8C-589B-416C-A28E-0054A5CFF809,/+/hc/26:2a:c1:c4:b9:d2/mobile/+/+,1
minihub-26:2a:c1:c4:b9:d2,minihub-26:2a:c1:c4:b9:d2,3EC18D8C-589B-416C-A28E-0054A5CFF809,/+/mobile/+/hc/26:2a:c1:c4:b9:d2/+,2
minihub-a3:e9:66:31:c8:dc,minihub-a3:e9:66:31:c8:dc,A0FED375-8DFD-4C99-B455-005A09BFC116,/+/hc/a3:e9:66:31:c8:dc/server/+,1
minihub-a3:e9:66:31:c8:dc,minihub-a3:e9:66:31:c8:dc,A0FED375-8DFD-4C99-B455-005A09BFC116,/+/server/hc/a3:e9:66:31:c8:dc/+,2
minihub-a3:e9:66:31:c8:dc,minihub-a3:e9:66:31:c8:dc,A0FED375-8DFD-4C99-B455-005A09BFC116,/+/hc/a3:e9:66:31:c8:dc/mobile/+/+,1
minihub-a3:e9:66:31:c8:dc,minihub-a3:e9:66:31:c8:dc,A0FED375-8DFD-4C99-B455-005A09BFC116,/+/mobile/+/hc/a3:e9:66:31:c8:dc/+,2
minihub-53:84:e3:d7:cc:6b,minihub-53:84:e3:d7:cc:6b,420EBA89-B919-4874-8C6C-005DF85F48AD,/+/hc/53:84:e3:d7:cc:6b/server/+,1
minihub-53:84:e3:d7:cc:6b,minihub-53:84:e3:d7:cc:6b,420EBA89-B919-4874-8C6C-005DF85F48AD,/+/server/hc/53:84:e3:d7:cc:6b/+,2
minihub-53:84:e3:d7:cc:6b,minihub-53:84:e3:d7:cc:6b,420EBA89-B919-4874-8C6C-005DF85F48AD,/+/hc/53:84:e3:d7:cc:6b/mobile/+/+,1
minihub-53:84:e3:d7:cc:6b,minihub-53:84:e3:d7:cc:6b,420EBA89-B919-4874-8C6C-005DF85F48AD,/+/mobile/+/hc/53:84:e3:d7:cc:6b/+,2
minihub-29:85:c3:ca:d1:a8,minihub-29:85:c3:ca:d1:a8,229B01C4-9C7E-426E-A793-0064C5CDE558,/+/hc/29:85:c3:ca:d1:a8/server/+,1
minihub-29:85:c3:ca:d1:a8,minihub-29:85:c3:ca:d1:a8,229B01C4-9C7E-426E-A793-0064C5CDE558,/+/server/hc/29:85:c3:ca:d1:a8/+,2
minihub-29:85:c3:ca:d1:a8,minihub-29:85:c3:ca:d1:a8,229B01C4-9C7E-426E-A793-0064C5CDE558,/+/hc/29:85:c3:ca:d1:a8/mobile/+/+,1
minihub-29:85:c3:ca:d1:a8,minihub-29:85:c3:ca:d1:a8,229B01C4-9C7E-426E-A793-0064C5CDE558,/+/mobile/+/hc/29:85:c3:ca:d1:a8/+,2
minihub-a4:68:47:53:39:9c,minihub-a4:68:47:53:39:9c,469C9DB7-745D-41B1-B4B7-0066C2645521,/+/hc/a4:68:47:53:39:9c/server/+,1
minihub-a4:68:47:53:39:9c,minihub-a4:68:47:53:39:9c,469C9DB7-745D-41B1-B4B7-0066C2645521,/+/server/hc/a4:68:47:53:39:9c/+,2
minihub-a4:68:47:53:39:9c,minihub-a4:68:47:53:39:9c,469C9DB7-745D-41B1-B4B7-0066C2645521,/+/hc/a4:68:47:53:39:9c/mobile/+/+,1
minihub-a4:68:47:53:39:9c,minihub-a4:68:47:53:39:9c,469C9DB7-745D-41B1-B4B7-0066C2645521,/+/mobile/+/hc/a4:68:47:53:39:9c/+,2
minihub-79:24:9b:a9:5b:8a,minihub-79:24:9b:a9:5b:8a,52122370-61B4-4712-9512-0067FDC9F04E,/+/hc/79:24:9b:a9:5b:8a/server/+,1
minihub-79:24:9b:a9:5b:8a,minihub-79:24:9b:a9:5b:8a,52122370-61B4-4712-9512-0067FDC9F04E,/+/server/hc/79:24:9b:a9:5b:8a/+,2
minihub-79:24:9b:a9:5b:8a,minihub-79:24:9b:a9:5b:8a,52122370-61B4-4712-9512-0067FDC9F04E,/+/hc/79:24:9b:a9:5b:8a/mobile/+/+,1
minihub-79:24:9b:a9:5b:8a,minihub-79:24:9b:a9:5b:8a,52122370-61B4-4712-9512-0067FDC9F04E,/+/mobile/+/hc/79:24:9b:a9:5b:8a/+,2
minihub-98:14:40:f1:ba:cf,minihub-98:14:40:f1:ba:cf,CC8478A1-4F41-49E2-900C-00722AC2847C,/+/hc/98:14:40:f1:ba:cf/server/+,1
minihub-98:14:40:f1:ba:cf,minihub-98:14:40:f1:ba:cf,CC8478A1-4F41-49E2-900C-00722AC2847C,/+/server/hc/98:14:40:f1:ba:cf/+,2
minihub-98:14:40:f1:ba:cf,minihub-98:14:40:f1:ba:cf,CC8478A1-4F41-49E2-900C-00722AC2847C,/+/hc/98:14:40:f1:ba:cf/mobile/+/+,1
minihub-98:14:40:f1:ba:cf,minihub-98:14:40:f1:ba:cf,CC8478A1-4F41-49E2-900C-00722AC2847C,/+/mobile/+/hc/98:14:40:f1:ba:cf/+,2
minihub-c8:c3:69:07:8d:3c,minihub-c8:c3:69:07:8d:3c,2B7322A3-1879-41BC-8D3E-007719BF1C39,/+/hc/c8:c3:69:07:8d:3c/server/+,1
minihub-c8:c3:69:07:8d:3c,minihub-c8:c3:69:07:8d:3c,2B7322A3-1879-41BC-8D3E-007719BF1C39,/+/server/hc/c8:c3:69:07:8d:3c/+,2
minihub-c8:c3:69:07:8d:3c,minihub-c8:c3:69:07:8d:3c,2B7322A3-1879-41BC-8D3E-007719BF1C39,/+/hc/c8:c3:69:07:8d:3c/mobile/+/+,1
minihub-c8:c3:69:07:8d:3c,minihub-c8:c3:69:07:8d:3c,2B7322A3-1879-41BC-8D3E-007719BF1C39,/+/mobile/+/hc/c8:c3:69:07:8d:3c/+,2
minihub-1c:f2:5b:70:5d:ce,minihub-1c:f2:5b:70:5d:ce,9D3F082D-7236-488E-BF8F-0079BA2F5EC2,/+/hc/1c:f2:5b:70:5d:ce/server/+,1
minihub-1c:f2:5b:70:5d:ce,minihub-1c:f2:5b:70:5d:ce,9D3F082D-7236-488E-BF8F-0079BA2F5EC2,/+/server/hc/1c:f2:5b:70:5d:ce/+,2
minihub-1c:f2:5b:70:5d:ce,minihub-1c:f2:5b:70:5d:ce,9D3F082D-7236-488E-BF8F-0079BA2F5EC2,/+/hc/1c:f2:5b:70:5d:ce/mobile/+/+,1
minihub-1c:f2:5b:70:5d:ce,minihub-1c:f2:5b:70:5d:ce,9D3F082D-7236-488E-BF8F-0079BA2F5EC2,/+/mobile/+/hc/1c:f2:5b:70:5d:ce/+,2
minihub-83:73:7c:f9:9f:c1,minihub-83:73:7c:f9:9f:c1,C7313475-6169-4CFA-9EF8-007C89C130C5,/+/hc/83:73:7c:f9:9f:c1/server/+,1
minihub-83:73:7c:f9:9f:c1,minihub-83:73:7c:f9:9f:c1,C7313475-6169-4CFA-9EF8-007C89C130C5,/+/server/hc/83:73:7c:f9:9f:c1/+,2
minihub-83:73:7c:f9:9f:c1,minihub-83:73:7c:f9:9f:c1,C7313475-6169-4CFA-9EF8-007C89C130C5,/+/hc/83:73:7c:f9:9f:c1/mobile/+/+,1
minihub-83:73:7c:f9:9f:c1,minihub-83:73:7c:f9:9f:c1,C7313475-6169-4CFA-9EF8-007C89C130C5,/+/mobile/+/hc/83:73:7c:f9:9f:c1/+,2
minihub-5e:92:7f:4d:70:6d,minihub-5e:92:7f:4d:70:6d,B7A77EAB-16C8-4261-BA6B-00859A70B904,/+/hc/5e:92:7f:4d:70:6d/server/+,1
minihub-5e:92:7f:4d:70:6d,minihub-5e:92:7f:4d:70:6d,B7A77EAB-16C8-4261-BA6B-00859A70B904,/+/server/hc/5e:92:7f:4d:70:6d/+,2
minihub-5e:92:7f:4d:70:6d,minihub-5e:92:7f:4d:70:6d,B7A77EAB-16C8-4261-BA6B-00859A70B904,/+/hc/5e:92:7f:4d:70:6d/mobile/+/+,1
minihub-5e:92:7f:4d:70:6d,minihub-5e:92:7f:4d:70:6d,B7A77EAB-16C8-4261-BA6B-00859A70B904,/+/mobile/+/hc/5e:92:7f:4d:70:6d/+,2
minihub-ec:08:d6:39:b5:0c,minihub-ec:08:d6:39:b5:0c,30108906-7C77-4F60-8C22-008823D64D98,/+/hc/ec:08:d6:39:b5:0c/server/+,1
minihub-ec:08:d6:39:b5:0c,minihub-ec:08:d6:39:b5:0c,30108906-7C77-4F60-8C22-008823D64D98,/+/server/hc/ec:08:d6:39:b5:0c/+,2
minihub-ec:08:d6:39:b5:0c,minihub-ec:08:d6:39:b5:0c,30108906-7C77-4F60-8C22-008823D64D98,/+/hc/ec:08:d6:39:b5:0c/mobile/+/+,1
minihub-ec:08:d6:39:b5:0c,minihub-ec:08:d6:39:b5:0c,30108906-7C77-4F60-8C22-008823D64D98,/+/mobile/+/hc/ec:08:d6:39:b5:0c/+,2
minihub-bc:17:d8:c5:46:40,minihub-bc:17:d8:c5:46:40,9D89E436-C86B-4A52-8693-009533CE8272,/+/hc/bc:17:d8:c5:46:40/server/+,1
minihub-bc:17:d8:c5:46:40,minihub-bc:17:d8:c5:46:40,9D89E436-C86B-4A52-8693-009533CE8272,/+/server/hc/bc:17:d8:c5:46:40/+,2
minihub-bc:17:d8:c5:46:40,minihub-bc:17:d8:c5:46:40,9D89E436-C86B-4A52-8693-009533CE8272,/+/hc/bc:17:d8:c5:46:40/mobile/+/+,1
minihub-bc:17:d8:c5:46:40,minihub-bc:17:d8:c5:46:40,9D89E436-C86B-4A52-8693-009533CE8272,/+/mobile/+/hc/bc:17:d8:c5:46:40/+,2
minihub-a5:b7:a7:e9:9a:5e,minihub-a5:b7:a7:e9:9a:5e,6628F782-0357-441A-B3AB-00A082A4F447,/+/hc/a5:b7:a7:e9:9a:5e/server/+,1
minihub-a5:b7:a7:e9:9a:5e,minihub-a5:b7:a7:e9:9a:5e,6628F782-0357-441A-B3AB-00A082A4F447,/+/server/hc/a5:b7:a7:e9:9a:5e/+,2
minihub-a5:b7:a7:e9:9a:5e,minihub-a5:b7:a7:e9:9a:5e,6628F782-0357-441A-B3AB-00A082A4F447,/+/hc/a5:b7:a7:e9:9a:5e/mobile/+/+,1
minihub-a5:b7:a7:e9:9a:5e,minihub-a5:b7:a7:e9:9a:5e,6628F782-0357-441A-B3AB-00A082A4F447,/+/mobile/+/hc/a5:b7:a7:e9:9a:5e/+,2
minihub-87:31:be:40:0b:66,minihub-87:31:be:40:0b:66,2B199D33-5810-48B4-8CFB-00A254536626,/+/hc/87:31:be:40:0b:66/server/+,1
minihub-87:31:be:40:0b:66,minihub-87:31:be:40:0b:66,2B199D33-5810-48B4-8CFB-00A254536626,/+/server/hc/87:31:be:40:0b:66/+,2
minihub-87:31:be:40:0b:66,minihub-87:31:be:40:0b:66,2B199D33-5810-48B4-8CFB-00A254536626,/+/hc/87:31:be:40:0b:66/mobile/+/+,1
minihub-87:31:be:40:0b:66,minihub-87:31:be:40:0b:66,2B199D33-5810-48B4-8CFB-00A254536626,/+/mobile/+/hc/87:31:be:40:0b:66/+,2
minihub-13:3c:2f:8a:e4:3a,minihub-13:3c:2f:8a:e4:3a,606EE760-DC48-4157-8D2D-00AC912B83AB,/+/hc/13:3c:2f:8a:e4:3a/server/+,1
minihub-13:3c:2f:8a:e4:3a,minihub-13:3c:2f:8a:e4:3a,606EE760-DC48-4157-8D2D-00AC912B83AB,/+/server/hc/13:3c:2f:8a:e4:3a/+,2
minihub-13:3c:2f:8a:e4:3a,minihub-13:3c:2f:8a:e4:3a,606EE760-DC48-4157-8D2D-00AC912B83AB,/+/hc/13:3c:2f:8a:e4:3a/mobile/+/+,1
minihub-13:3c:2f:8a:e4:3a,minihub-13:3c:2f:8a:e4:3a,606EE760-DC48-4157-8D2D-00AC912B83AB,/+/mobile/+/hc/13:3c:2f:8a:e4:3a/+,2
minihub-70:da:c3:2b:79:ae,minihub-70:da:c3:2b:79:ae,6A44D1EA-0349-45FA-9204-00B06E166CD9,/+/hc/70:da:c3:2b:79:ae/server/+,1
minihub-70:da:c3:2b:79:ae,minihub-70:da:c3:2b:79:ae,6A44D1EA-0349-45FA-9204-00B06E166CD9,/+/server/hc/70:da:c3:2b:79:ae/+,2
minihub-70:da:c3:2b:79:ae,minihub-70:da:c3:2b:79:ae,6A44D1EA-0349-45FA-9204-00B06E166CD9,/+/hc/70:da:c3:2b:79:ae/mobile/+/+,1
minihub-70:da:c3:2b:79:ae,minihub-70:da:c3:2b:79:ae,6A44D1EA-0349-45FA-9204-00B06E166CD9,/+/mobile/+/hc/70:da:c3:2b:79:ae/+,2
minihub-a7:da:b0:d2:e7:a9,minihub-a7:da:b0:d2:e7:a9,84622131-301D-4C7C-8C3B-00BBE6E1230D,/+/hc/a7:da:b0:d2:e7:a9/server/+,1
minihub-a7:da:b0:d2:e7:a9,minihub-a7:da:b0:d2:e7:a9,84622131-301D-4C7C-8C3B-00BBE6E1230D,/+/server/hc/a7:da:b0:d2:e7:a9/+,2
minihub-a7:da:b0:d2:e7:a9,minihub-a7:da:b0:d2:e7:a9,84622131-301D-4C7C-8C3B-00BBE6E1230D,/+/hc/a7:da:b0:d2:e7:a9/mobile/+/+,1
minihub-a7:da:b0:d2:e7:a9,minihub-a7:da:b0:d2:e7:a9,84622131-301D-4C7C-8C3B-00BBE6E1230D,/+/mobile/+/hc/a7:da:b0:d2:e7:a9/+,2
minihub-c4:f2:99:6b:19:6b,minihub-c4:f2:99:6b:19:6b,A98CB5FF-5D80-4634-8B46-00C1C42A9CB9,/+/hc/c4:f2:99:6b:19:6b/server/+,1
minihub-c4:f2:99:6b:19:6b,minihub-c4:f2:99:6b:19:6b,A98CB5FF-5D80-4634-8B46-00C1C42A9CB9,/+/server/hc/c4:f2:99:6b:19:6b/+,2
minihub-c4:f2:99:6b:19:6b,minihub-c4:f2:99:6b:19:6b,A98CB5FF-5D80-4634-8B46-00C1C42A9CB9,/+/hc/c4:f2:99:6b:19:6b/mobile/+/+,1
minihub-c4:f2:99:6b:19:6b,minihub-c4:f2:99:6b:19:6b,A98CB5FF-5D80-4634-8B46-00C1C42A9CB9,/+/mobile/+/hc/c4:f2:99:6b:19:6b/+,2
minihub-66:70:69:dd:88:36,minihub-66:70:69:dd:88:36,4A3059E9-C661-4D62-ACA0-00E138337282,/+/hc/66:70:69:dd:88:36/server/+,1
minihub-66:70:69:dd:88:36,minihub-66:70:69:dd:88:36,4A3059E9-C661-4D62-ACA0-00E138337282,/+/server/hc/66:70:69:dd:88:36/+,2
minihub-66:70:69:dd:88:36,minihub-66:70:69:dd:88:36,4A3059E9-C661-4D62-ACA0-00E138337282,/+/hc/66:70:69:dd:88:36/mobile/+/+,1
minihub-66:70:69:dd:88:36,minihub-66:70:69:dd:88:36,4A3059E9-C661-4D62-ACA0-00E138337282,/+/mobile/+/hc/66:70:69:dd:88:36/+,2
minihub-d3:d8:b7:24:cb:1b,minihub-d3:d8:b7:24:cb:1b,C1C20007-A8B7-4F4E-8876-00E7351146D8,/+/hc/d3:d8:b7:24:cb:1b/server/+,1
minihub-d3:d8:b7:24:cb:1b,minihub-d3:d8:b7:24:cb:1b,C1C20007-A8B7-4F4E-8876-00E7351146D8,/+/server/hc/d3:d8:b7:24:cb:1b/+,2
minihub-d3:d8:b7:24:cb:1b,minihub-d3:d8:b7:24:cb:1b,C1C20007-A8B7-4F4E-8876-00E7351146D8,/+/hc/d3:d8:b7:24:cb:1b/mobile/+/+,1
minihub-d3:d8:b7:24:cb:1b,minihub-d3:d8:b7:24:cb:1b,C1C20007-A8B7-4F4E-8876-00E7351146D8,/+/mobile/+/hc/d3:d8:b7:24:cb:1b/+,2
minihub-ad:db:29:59:91:2b,minihub-ad:db:29:59:91:2b,890539D1-FA9B-4598-991A-00EDCD6A9E63,/+/hc/ad:db:29:59:91:2b/server/+,1
minihub-ad:db:29:59:91:2b,minihub-ad:db:29:59:91:2b,890539D1-FA9B-4598-991A-00EDCD6A9E63,/+/server/hc/ad:db:29:59:91:2b/+,2
